"","name","term","estimate","std.error","statistic","p.value"
"1","Chao1","(Intercept)",2310.15173333333,150.892600564743,15.309907342621,1.14538431381807e-26
"2","Chao1","LegendBaseline (CD)",327.807944086022,211.666444170147,1.54870057637721,0.125002469530017
"3","Chao1","LegendPost-washout (CD)",552.132040860215,211.666444170147,2.60850057279928,0.0106655502812162
"4","Shannon","(Intercept)",3.96236666666667,0.0699477567836919,56.6475159299244,1.31183785435648e-71
"5","Shannon","LegendBaseline (CD)",0.359343010752688,0.0981200728244443,3.66227827200681,0.000423899408039855
"6","Shannon","LegendPost-washout (CD)",0.34140752688172,0.0981200728244443,3.47948709223407,0.000779985764473352
"7","Simpson","(Intercept)",0.933533333333333,0.00703071109303192,132.77936199918,4.15923537634391e-104
"8","Simpson","LegendBaseline (CD)",0.0296602150537635,0.00986241612564132,3.00739845854302,0.0034250671060086
"9","Simpson","LegendPost-washout (CD)",0.0303053763440861,0.00986241612564132,3.07281460830831,0.00281401931519873
