"","feature","anovas.Legend_ex_INTERVENTION DenDF","anovas.Legend_ex_INTERVENTION F value","anovas.Legend_ex_INTERVENTION Mean Sq","anovas.Legend_ex_INTERVENTION NumDF","anovas.Legend_ex_INTERVENTION Pr(>F)","anovas.Legend_ex_INTERVENTION Sum Sq","anovas.Legend_ex_INTERVENTION:Treatment DenDF","anovas.Legend_ex_INTERVENTION:Treatment F value","anovas.Legend_ex_INTERVENTION:Treatment Mean Sq","anovas.Legend_ex_INTERVENTION:Treatment NumDF","anovas.Legend_ex_INTERVENTION:Treatment Pr(>F)","anovas.Legend_ex_INTERVENTION:Treatment Sum Sq","anovas.Treatment DenDF","anovas.Treatment F value","anovas.Treatment Mean Sq","anovas.Treatment NumDF","anovas.Treatment Pr(>F)","anovas.Treatment Sum Sq","coefs.(Intercept) 2.5 %","coefs.(Intercept) 97.5 %","coefs.(Intercept) df","coefs.(Intercept) Estimate","coefs.(Intercept) Pr(>|t|)","coefs.(Intercept) Std. Error","coefs.(Intercept) t value","coefs.Legend_ex_INTERVENTIONDay 14 of intervention (T14I) 2.5 %","coefs.Legend_ex_INTERVENTIONDay 14 of intervention (T14I) 97.5 %","coefs.Legend_ex_INTERVENTIONDay 14 of intervention (T14I) df","coefs.Legend_ex_INTERVENTIONDay 14 of intervention (T14I) Estimate","coefs.Legend_ex_INTERVENTIONDay 14 of intervention (T14I) Pr(>|t|)","coefs.Legend_ex_INTERVENTIONDay 14 of intervention (T14I) Std. Error","coefs.Legend_ex_INTERVENTIONDay 14 of intervention (T14I) t value","coefs.Legend_ex_INTERVENTIONDay 14 of intervention (T14I):TreatmentDECAF 2.5 %","coefs.Legend_ex_INTERVENTIONDay 14 of intervention (T14I):TreatmentDECAF 97.5 %","coefs.Legend_ex_INTERVENTIONDay 14 of intervention (T14I):TreatmentDECAF df","coefs.Legend_ex_INTERVENTIONDay 14 of intervention (T14I):TreatmentDECAF Estimate","coefs.Legend_ex_INTERVENTIONDay 14 of intervention (T14I):TreatmentDECAF Pr(>|t|)","coefs.Legend_ex_INTERVENTIONDay 14 of intervention (T14I):TreatmentDECAF Std. Error","coefs.Legend_ex_INTERVENTIONDay 14 of intervention (T14I):TreatmentDECAF t value","coefs.Legend_ex_INTERVENTIONDay 2 of intervention (T2I) 2.5 %","coefs.Legend_ex_INTERVENTIONDay 2 of intervention (T2I) 97.5 %","coefs.Legend_ex_INTERVENTIONDay 2 of intervention (T2I) df","coefs.Legend_ex_INTERVENTIONDay 2 of intervention (T2I) Estimate","coefs.Legend_ex_INTERVENTIONDay 2 of intervention (T2I) Pr(>|t|)","coefs.Legend_ex_INTERVENTIONDay 2 of intervention (T2I) Std. Error","coefs.Legend_ex_INTERVENTIONDay 2 of intervention (T2I) t value","coefs.Legend_ex_INTERVENTIONDay 2 of intervention (T2I):TreatmentDECAF 2.5 %","coefs.Legend_ex_INTERVENTIONDay 2 of intervention (T2I):TreatmentDECAF 97.5 %","coefs.Legend_ex_INTERVENTIONDay 2 of intervention (T2I):TreatmentDECAF df","coefs.Legend_ex_INTERVENTIONDay 2 of intervention (T2I):TreatmentDECAF Estimate","coefs.Legend_ex_INTERVENTIONDay 2 of intervention (T2I):TreatmentDECAF Pr(>|t|)","coefs.Legend_ex_INTERVENTIONDay 2 of intervention (T2I):TreatmentDECAF Std. Error","coefs.Legend_ex_INTERVENTIONDay 2 of intervention (T2I):TreatmentDECAF t value","coefs.Legend_ex_INTERVENTIONDay 4 of intervention (T4I) 2.5 %","coefs.Legend_ex_INTERVENTIONDay 4 of intervention (T4I) 97.5 %","coefs.Legend_ex_INTERVENTIONDay 4 of intervention (T4I) df","coefs.Legend_ex_INTERVENTIONDay 4 of intervention (T4I) Estimate","coefs.Legend_ex_INTERVENTIONDay 4 of intervention (T4I) Pr(>|t|)","coefs.Legend_ex_INTERVENTIONDay 4 of intervention (T4I) Std. Error","coefs.Legend_ex_INTERVENTIONDay 4 of intervention (T4I) t value","coefs.Legend_ex_INTERVENTIONDay 4 of intervention (T4I):TreatmentDECAF 2.5 %","coefs.Legend_ex_INTERVENTIONDay 4 of intervention (T4I):TreatmentDECAF 97.5 %","coefs.Legend_ex_INTERVENTIONDay 4 of intervention (T4I):TreatmentDECAF df","coefs.Legend_ex_INTERVENTIONDay 4 of intervention (T4I):TreatmentDECAF Estimate","coefs.Legend_ex_INTERVENTIONDay 4 of intervention (T4I):TreatmentDECAF Pr(>|t|)","coefs.Legend_ex_INTERVENTIONDay 4 of intervention (T4I):TreatmentDECAF Std. Error","coefs.Legend_ex_INTERVENTIONDay 4 of intervention (T4I):TreatmentDECAF t value","coefs.Legend_ex_INTERVENTIONPost-Intervention (V4) 2.5 %","coefs.Legend_ex_INTERVENTIONPost-Intervention (V4) 97.5 %","coefs.Legend_ex_INTERVENTIONPost-Intervention (V4) df","coefs.Legend_ex_INTERVENTIONPost-Intervention (V4) Estimate","coefs.Legend_ex_INTERVENTIONPost-Intervention (V4) Pr(>|t|)","coefs.Legend_ex_INTERVENTIONPost-Intervention (V4) Std. Error","coefs.Legend_ex_INTERVENTIONPost-Intervention (V4) t value","coefs.Legend_ex_INTERVENTIONPost-Intervention (V4):TreatmentDECAF 2.5 %","coefs.Legend_ex_INTERVENTIONPost-Intervention (V4):TreatmentDECAF 97.5 %","coefs.Legend_ex_INTERVENTIONPost-Intervention (V4):TreatmentDECAF df","coefs.Legend_ex_INTERVENTIONPost-Intervention (V4):TreatmentDECAF Estimate","coefs.Legend_ex_INTERVENTIONPost-Intervention (V4):TreatmentDECAF Pr(>|t|)","coefs.Legend_ex_INTERVENTIONPost-Intervention (V4):TreatmentDECAF Std. Error","coefs.Legend_ex_INTERVENTIONPost-Intervention (V4):TreatmentDECAF t value","coefs.TreatmentDECAF 2.5 %","coefs.TreatmentDECAF 97.5 %","coefs.TreatmentDECAF df","coefs.TreatmentDECAF Estimate","coefs.TreatmentDECAF Pr(>|t|)","coefs.TreatmentDECAF Std. Error","coefs.TreatmentDECAF t value","anovas.Legend_ex_INTERVENTION Pr(>F).BH","anovas.Legend_ex_INTERVENTION:Treatment Pr(>F).BH","anovas.Treatment Pr(>F).BH","coefs.(Intercept) Pr(>|t|).BH","coefs.Legend_ex_INTERVENTIONDay 14 of intervention (T14I) Pr(>|t|).BH","coefs.Legend_ex_INTERVENTIONDay 14 of intervention (T14I):TreatmentDECAF Pr(>|t|).BH","coefs.Legend_ex_INTERVENTIONDay 2 of intervention (T2I) Pr(>|t|).BH","coefs.Legend_ex_INTERVENTIONDay 2 of intervention (T2I):TreatmentDECAF Pr(>|t|).BH","coefs.Legend_ex_INTERVENTIONDay 4 of intervention (T4I) Pr(>|t|).BH","coefs.Legend_ex_INTERVENTIONDay 4 of intervention (T4I):TreatmentDECAF Pr(>|t|).BH","coefs.Legend_ex_INTERVENTIONPost-Intervention (V4) Pr(>|t|).BH","coefs.Legend_ex_INTERVENTIONPost-Intervention (V4):TreatmentDECAF Pr(>|t|).BH","coefs.TreatmentDECAF Pr(>|t|).BH"
"221","Chryseobacterium gallinarum",122.022624157511,0.789983670217488,0.405250502166448,4,0.533840236186713,1.62100200866579,122.022624151973,0.500345878129002,0.256670392076418,4,0.735514569288056,1.02668156830567,31.0020008277271,0.063555721624683,0.0326031905151444,1,0.802625633301646,0.0326031905151444,-0.895018262779559,1.31641827062017,36.5768410350519,0.210700003920305,0.710946737623978,0.564152339237674,0.373480688221587,-0.692322341061226,0.300304048506573,122.000579951173,-0.196009146277327,0.440399061226784,0.253225670828013,-0.774049272478592,-0.549457993832199,0.893790143980774,122.030371276321,0.172166075074288,0.640896828838642,0.368182310796813,0.467610936282324,-0.631818724444364,0.360807665123435,122.00057995868,-0.135505529660465,0.593542528387721,0.253225670828013,-0.535117664877264,-0.485522160074188,0.941468183907594,122.00057994136,0.227973011916703,0.532327776420899,0.364034838200523,0.626239546312674,-0.973032173316169,0.0399524892352202,122.053492060305,-0.466539842040474,0.0734832468350553,0.258419203245999,-1.80536057762069,-0.371719295100707,1.06950664801689,122.026720748798,0.348893676458089,0.344526289740185,0.367666435323761,0.948940786914256,-0.515274881107047,0.477351508460752,122.00057995375,-0.0189616863231478,0.940432368374619,0.253225670828013,-0.0748805848204319,-0.825270054373805,0.601720289607978,122.0005799381,-0.111774882382914,0.759332996736409,0.364034838200523,-0.307044465676508,-1.5209363402673,1.65820398146441,36.5768410492187,0.0686338205985599,0.933019811197934,0.811020086799646,0.0846265360324117,0.85150036988994,0.89031094976156,0.993954836110605,0.729220766375635,0.864886001595115,0.929850422895064,0.997244449155367,0.997961224493377,0.387711503213688,0.651722417160891,0.995143000331215,0.986567903336332,0.994756734469491
"222","Streptococcus anginosus",122.105264634733,2.43684225706896,1.36492825505675,4,0.0507041721121075,5.459713020227,122.10526463378,0.468699803076154,0.262528935757893,4,0.758605915895401,1.05011574303157,31.0071743989767,2.2803123376377,1.27725244872431,1,0.141149805029013,1.27725244872431,-0.182218898273124,1.01994426206806,59.9508513922234,0.41886268189747,0.177104785214653,0.306679910912572,1.36579758566866,-0.209817535146396,0.8274106191942,122.002841431299,0.308796542023902,0.245480470691384,0.264603881122847,1.16701440928804,-1.18932354046012,0.318428168454264,122.141325779846,-0.435447686002928,0.259810652489704,0.384637605794631,-1.13209857653759,-0.709135056979083,0.328093097361513,122.00284142343,-0.190520979808785,0.472887760496021,0.264603881122847,-0.720023376075622,-1.13103835099598,0.360071069734345,122.002841485056,-0.385483640630816,0.312881769470809,0.380392046101868,-1.01338512353538,-0.337146040885395,0.720923742449988,122.248848812615,0.191888850782297,0.478495289277081,0.269920720911533,0.710908188649914,-1.19748392782206,0.30819755471045,122.124352688794,-0.444643186555806,0.249288381338897,0.384109477115176,-1.15759493854529,-0.221214889542341,0.816013264798255,122.002841425494,0.297399187627957,0.263244614705968,0.264603881122847,1.12394113935874,-1.01755094779814,0.473558472932178,122.002841488848,-0.271996237432983,0.475949251981205,0.380392046101868,-0.71504186331,-1.11499379168951,0.613224639461041,59.9508513150066,-0.250884576114236,0.571445424883706,0.440880150039113,-0.569053916562083,0.522515624842065,0.89663153387919,0.993905152503799,0.200830595412556,0.764730983046022,0.802123761952207,0.997244449155367,0.997961224493377,0.766704020310917,0.586947158464852,0.992359931021588,0.985331216375538,0.994756734469491
"223","Bifidobacterium aesculapii",122.11430750126,1.81447224917175,0.695983028950075,4,0.130309726787847,2.7839321158003,122.114307499441,0.37736744888797,0.144748061164396,4,0.824435709636557,0.578992244657584,31.0400470726764,0.235718200924053,0.090415197880635,1,0.6307253932201,0.090415197880635,0.794960054591934,1.89780001598464,52.5602287001519,1.34638003528829,1.42541544158671e-05,0.281341894568413,4.78556539669883,-0.131525423484226,0.726810428184352,122.036165777705,0.297642502350063,0.176557651613358,0.218967251041096,1.35930145231718,-0.644476759489845,0.603318231643231,122.141804512631,-0.0205792639233069,0.948558819234402,0.318320897979637,-0.0646494278381413,-0.386648840826766,0.471687010841813,122.036165776971,0.0425190850075235,0.84635772109475,0.218967251041096,0.194180110520469,-0.644413841948072,0.589521690188796,122.03616580459,-0.0274460758796378,0.93066351963963,0.314785256736857,-0.0871898390799833,0.0191287969388182,0.894820778393005,122.223814289138,0.456974787665912,0.0429425939289974,0.22339491652947,2.04559170264569,-0.892234523241399,0.353836465744954,122.128857967456,-0.269199028748222,0.398732638806451,0.317881093432125,-0.846854482101191,-0.238363499767626,0.619972351900954,122.036165781221,0.190804426066664,0.385255874636667,0.218967251041096,0.871383392536874,-0.508193911677162,0.725741620459706,122.03616580609,0.108773854391272,0.730276315444758,0.314785256736857,0.345549393001595,-0.579981463750993,1.00545087252799,52.5602286431417,0.212734704388498,0.601114911988323,0.404454456506515,0.525979380289191,0.629381451654283,0.931219630248349,0.993905152503799,2.37947836663279e-05,0.688164242102296,0.976434678872681,0.997244449155367,0.997961224493377,0.333202719560183,0.696120731916262,0.992359931021588,0.986567903336332,0.994756734469491
"224","Streptococcus dysgalactiae",122.260324603282,0.617917044219872,0.559186033187607,4,0.650569642153895,2.23674413275043,122.260324609463,0.634207939926367,0.57392853209163,4,0.639041737735129,2.29571412836652,31.0960259190278,1.293019320247,1.17012202736162,1,0.264178992874914,1.17012202736162,-2.55017395150129,-1.26316688861056,81.0816822452668,-1.90667042005593,1.193912997636e-07,0.328324161321964,-5.80728025734967,-0.517315922148362,0.80108094874416,122.091994405265,0.141882513297899,0.673874421636805,0.33633191254836,0.421852664003443,-1.03949214092666,0.876599797926954,122.31967818836,-0.081446171499851,0.867942580436911,0.488807945953981,-0.166622028496072,-0.918356288626749,0.400040582265774,122.091994406658,-0.259157853180487,0.442466968668607,0.336331912548361,-0.770541966169278,-0.642161111790378,1.25315380636184,122.091994444754,0.305496347285729,0.528676907134384,0.483507588175654,0.631833614935418,-0.58425373172141,0.76016483347786,122.49652302048,0.0879555508782247,0.798031702602759,0.342970221852002,0.256452441857122,-0.676831447293161,1.23667570143757,122.291767419117,0.279922127072203,0.567402304106629,0.488148548601971,0.57343636045602,-0.785192298650075,0.533204572242449,122.091994409952,-0.125993863203813,0.70859916078858,0.336331912548361,-0.374611681208504,-0.33980232042667,1.55551259772554,122.091994441803,0.607855138649437,0.211088768576597,0.483507588175655,1.25717807437721,-1.55690602313342,0.293283202826083,81.0816821966945,-0.63181141015367,0.184443672785597,0.471995720470775,-1.33859563286611,0.920524160046744,0.859577810950301,0.993905152503799,2.41084118558787e-07,0.944895461612584,0.967269807480838,0.997244449155367,0.997961224493377,0.916096666823441,0.793794876195918,0.992359931021588,0.946992836827895,0.994756734469491
"225","Enterobacter lignolyticus",122.351335949236,1.979269993747,3.61677726488997,4,0.10183926849771,14.4671090595599,122.351335951944,0.655572827828815,1.19794717580808,4,0.624050132398683,4.79178870323231,31.111065599126,2.48712075042862,4.54478763059354,1,0.124896936839259,4.54478763059354,-3.9145408211214,-2.26899723374892,102.951550383874,-3.09176902743516,4.53375493640327e-11,0.419789241116755,-7.36505066020797,0.279616332784429,2.15306352042807,122.110891890343,1.21633992660625,0.0121728357234397,0.477928982986717,2.54502231483219,-2.35892599860127,0.363240633243033,122.436252138392,-0.997842682679121,0.153297955942915,0.694443023779113,-1.43689640260036,0.220336207138018,2.09378339478166,122.110891876708,1.15705980095984,0.0169498763276106,0.477928982986717,2.42098688748491,-2.24079058694893,0.45245943624592,122.11089188575,-0.894165575351506,0.195562853231355,0.687066202348325,-1.30142564471274,-0.538315850414444,1.37135045904028,122.689070763934,0.41651730431292,0.394231217351333,0.487168724659721,0.854975459690787,-2.02893380180002,0.689635074652377,122.396359079274,-0.669649363573821,0.336161744776907,0.693525212171275,-0.965573207464652,-0.315172062071746,1.5582751255719,122.110891877496,0.621551531750076,0.195875229330317,0.477928982986717,1.3005102303397,-2.14607807834606,0.547171944848797,122.110891882516,-0.79945306674863,0.246864872958471,0.687066202348325,-1.16357501506576,-1.17245384201158,1.19316411300177,102.95155040268,0.0103551354950948,0.986343065829065,0.603485057295198,0.0171588929500694,0.619543328459067,0.847277095052681,0.993905152503799,1.31463205422351e-10,0.308907643580491,0.676124668842964,0.997244449155367,0.997961224493377,0.704652464158433,0.646783720704974,0.992359931021588,0.956702673276101,0.998565785465277
"226","Streptococcus intermedius",122.042354386627,1.35476723147704,0.848881285432866,4,0.253664630554143,3.39552514173146,122.042354385435,0.655357791301951,0.410639519006017,4,0.624203190441576,1.64255807602407,30.8971147717548,0.707036637195659,0.443020878779614,1,0.406889930755775,0.443020878779614,-1.4563653787059,-0.342416572925272,74.6413675927627,-0.899390975815584,0.00224557504314783,0.284175835517211,-3.1649101134115,-0.280303207836058,0.816741258147792,121.892591336797,0.268219025155867,0.339761949072764,0.279863424694841,0.958392563974121,-1.0719335902799,0.522548409665708,122.095139046659,-0.274692590307095,0.500753577249471,0.406763086598192,-0.675313467120091,-0.564900470984693,0.532143994999157,121.892591338802,-0.0163782379927679,0.953428470685066,0.279863424694841,-0.0585222524544839,-1.11053217891092,0.466568607780061,121.892591335114,-0.321981785565429,0.425097083095703,0.402329022148098,-0.800294703688829,-0.0590745904293334,1.05973807151138,122.252446061538,0.500331740541024,0.0821108773250232,0.285416637949923,1.75298729651776,-1.44870914178438,0.143610582251711,122.070310736231,-0.652549279766337,0.110763775145126,0.406211475464884,-1.6064274871101,-0.128125103656613,0.968919362327238,121.892591342789,0.420397129335312,0.135644344211752,0.279863424694841,1.50215102167676,-1.14513970118409,0.431961085506894,121.892591337963,-0.356589307838597,0.37719434529997,0.402329022148098,-0.88631266502901,-0.748634596088092,0.852767710202716,74.6413675655789,0.0520665570573123,0.898927756547916,0.408528503309873,0.127449019188312,0.748586006012007,0.847277095052681,0.993905152503799,0.00311554948039384,0.834500424923197,0.900496776255486,0.997514412374811,0.997961224493377,0.395273824513551,0.448260481472283,0.992359931021588,0.985331216375538,0.994756734469491
"227","Kocuria sp. ZOR0020",122.277365864751,1.90021284296222,4.21563600361626,4,0.114667422654707,16.862544014465,122.277365862514,0.799993949943565,1.77479239262479,4,0.527439109967588,7.09916957049914,30.9549334490783,0.620949803245405,1.37758165181068,1,0.436687600758509,1.37758165181068,-2.5358564166847,-0.842449274016333,121.327642856322,-1.68915284535051,0.000152524244266135,0.431999556120863,-3.91008004850341,-1.87064021553798,0.193615620709577,121.963032541079,-0.838512297414201,0.113906588276044,0.526605553094379,-1.59229672472505,-1.4851402889678,1.51357086786629,122.388553473175,0.0142152894492487,0.985204593219941,0.764991392823425,0.0185822867846696,-0.549401271011436,1.51485456523612,121.963032538471,0.482726647112342,0.361121515714973,0.526605553094379,0.916675952761605,-2.62001325137065,0.347541487039918,121.963032554054,-1.13623588216537,0.135969366455869,0.757043180848797,-1.50088648958098,-1.01792108700799,1.08536294030693,122.719361566124,0.0337209266494676,0.949991149986773,0.536561907235376,0.0628462926546799,-1.87358572578252,1.12124860478386,122.336366714172,-0.376168560499329,0.623343303712468,0.764002388357453,-0.4923656865891,-1.37062122738324,0.693634608864317,121.963032541873,-0.338493309259461,0.521571227019979,0.526605553094379,-0.642783402625448,-2.11670193595725,0.850852802453315,121.963032558749,-0.63292456675197,0.404762776740952,0.757043180848797,-0.836048171046643,-0.478409656514575,1.956016494567,121.327642821176,0.73880341902621,0.236516296789864,0.621038491085554,1.18962581165429,0.622930437123673,0.82828033188837,0.993905152503799,0.000232814784508236,0.62798500641661,0.99111818621646,0.997244449155367,0.997961224493377,0.984120561385324,0.825215937616189,0.992359931021588,0.985331216375538,0.994756734469491
"228","Methylobacterium sp. ZNC0032",122.405285594918,2.80798320164155,8.35882419524021,4,0.0285075092491516,33.4352967809608,122.40528559733,0.954606085313469,2.84167812619998,4,0.435087256548684,11.3667125047999,31.1009855349018,0.365153721602912,1.08699217336204,1,0.55004095480178,1.08699217336204,-2.29868118939225,-0.313619853328027,118.057585446687,-1.30615052136014,0.0111281318928532,0.506402503240399,-2.57927342973674,-2.44612079119873,-0.0549618979394335,122.106875201499,-1.25054134456908,0.0424989607591631,0.610000722492979,-2.05006534985453,-1.62478842406636,1.84897915209506,122.510805638485,0.11209536401435,0.899549404131413,0.886181481793045,0.126492559726641,-0.820045425470606,1.57111346778869,122.106875190241,0.375534021159044,0.539285317119082,0.610000722492979,0.61562881372385,-3.13432433000013,0.303183162716106,122.106875191088,-1.41557058364201,0.109058352361391,0.876931290531576,-1.61423203724881,-1.42464553083241,1.01193380035801,122.824789968218,-0.206355865237202,0.740468802571687,0.621587781818912,-0.331981855617169,-2.15712463606564,1.31213115543368,122.461269870504,-0.422496740315978,0.6339417440366,0.885030495168373,-0.477380997177504,-2.00638915978061,0.384769733478694,122.106875196995,-0.810809713150956,0.186261928904531,0.610000722492979,-1.3291946767494,-2.35060887879238,1.08689861392386,122.106875195017,-0.631855132434256,0.472575966898394,0.876931290531576,-0.720529805763048,-0.669543599129693,2.18416187207845,118.057585461702,0.757309136474379,0.300344597720001,0.727999466754953,1.04026056481892,0.411242855522869,0.788699227619853,0.993905152503799,0.0147087926280931,0.531554165913115,0.970958534448528,0.997244449155367,0.997961224493377,0.89625096476089,0.83266956348381,0.992359931021588,0.985331216375538,0.994756734469491
"229","Firmicutes bacterium ZOR0006",122.23706074223,1.26968815080682,0.608124204882401,4,0.285610200930597,2.4324968195296,122.237060737969,2.19394124183407,1.05080036574433,4,0.0735734345280866,4.20320146297733,31.1061918535326,0.483810567630619,0.231723763482485,1,0.491865566435242,0.231723763482485,-3.5407314752603,-2.53536610341942,70.667981692478,-3.03804878933986,1.89248284918714e-18,0.256475470919637,-11.8453775655287,-0.348328717235231,0.61080841518826,122.10150761087,0.131239848976515,0.592679898364079,0.244682335999294,0.536368301538912,-1.43933146024717,-0.0452327252214197,122.284822100303,-0.742282092734294,0.038951496954795,0.355643967445887,-2.08714939849847,-0.548978910144269,0.410158222279222,122.10150761355,-0.0694103439325236,0.777139641249558,0.244682335999294,-0.283675336223387,-0.862545489662163,0.516301013823032,122.101507572534,-0.173122237919566,0.623483006905835,0.351753020555827,-0.492169868636819,-0.731627612831504,0.24661108056966,122.427178211327,-0.242508266130922,0.33308512054057,0.249555272728832,-0.971761740311665,-0.758656871561641,0.633544472586184,122.26235247377,-0.0625561994877285,0.860479063864252,0.355159930266406,-0.176135296120835,-0.988886333458113,-0.0297492010346226,122.101507614694,-0.509317767246368,0.0394732378579125,0.244682335999294,-2.0815469378543,-0.418078816395785,0.960767687089411,122.101507574682,0.271344435346813,0.441956545723349,0.351753020555827,0.771406127282276,-0.376568956154977,1.06873482870132,70.6679817187495,0.346082936273173,0.351112679364443,0.36870672018891,0.938640163910913,0.748586006012007,0.561361385904566,0.993905152503799,1.47860271530538e-17,0.919751397831664,0.652827088962364,0.997244449155367,0.997961224493377,0.663005536847976,0.953811449098206,0.917318684832841,0.985331216375538,0.994756734469491
"230","Streptococcus iniae",122.36919410639,0.62416107408079,0.498877226438444,4,0.646140948453186,1.99550890575378,122.369194103567,1.70904217444552,1.3659971043682,4,0.152268386518076,5.46398841747281,31.0461832585867,0.0150968660919927,0.0120665690262367,1,0.90300255555956,0.0120665690262367,-3.32585907114149,-2.31031107386087,121.673156873552,-2.81808507250118,1.1515453867397e-19,0.259073127182726,-10.8775661263917,-0.0270779543034804,1.21195139145075,122.054421510311,0.592436718573635,0.063280140596833,0.316084722864179,1.87429722387502,-1.5933081502097,0.206603057630765,122.480538561308,-0.693352546289469,0.133615260372468,0.459169459754857,-1.51001450893454,0.10778008988819,1.34680943564242,122.054421505971,0.727294762765306,0.0230910577565981,0.316084722864179,2.300948796813,-2.07128709278795,-0.290070180882963,122.054421530577,-1.18067863683546,0.0105213175261434,0.45440041907785,-2.59832206852163,-0.32810757720391,0.934339275097953,122.811806433547,0.303115848947021,0.348459197784633,0.322058686348291,0.941182032330643,-1.49474975135257,0.302835301573449,122.428278964481,-0.595957224889563,0.196185982709663,0.458576041984737,-1.29958212014355,-0.0206654947322723,1.21836385102196,122.054421510096,0.598849178144843,0.0605135053181082,0.316084722864179,1.89458437825914,-1.5482466635497,0.232970248355288,122.054421535099,-0.657638207597205,0.150386043619625,0.45440041907785,-1.4472658474475,-0.133637850969522,1.32630438026661,121.673156840232,0.596333264648542,0.111937385650989,0.372441086354639,1.60114790364647,0.917739177633509,0.672721232635005,0.993954836110605,1.16264461938297e-18,0.588499749014589,0.676124668842964,0.997244449155367,0.997961224493377,0.672831354247747,0.528934126229987,0.992359931021588,0.946871239470727,0.994756734469491
"231","Clostridium sp. ND2",122.26189396974,0.660178749640504,0.376372507644169,4,0.620839476564962,1.50549003057668,122.261893974257,0.928433016987966,0.529306135609009,4,0.449848409483672,2.11722454243604,31.1254333122701,0.201819586078648,0.115058753020288,1,0.656368780735482,0.115058753020288,-0.604154817385532,0.47749892990984,72.519890589153,-0.0633279437378461,0.81912534316062,0.275937148801539,-0.229501333955556,-0.669057589214059,0.377375030362759,122.120698775255,-0.14584127942565,0.58584256535048,0.266952002136505,-0.546320230822147,-0.395887160703779,1.12506907306478,122.31164955595,0.364590956180503,0.349247832608297,0.388006168931081,0.939652473013292,-0.754460571072006,0.291972048504812,122.120698774179,-0.231244261283597,0.388057758461228,0.266952002136505,-0.866239097039443,-0.326636912799941,1.17770476041898,122.120698810706,0.425533923809518,0.269681529562445,0.383767682744421,1.1088320954136,-0.763881974858757,0.303358496245912,122.459940151374,-0.230261739306423,0.399346539156049,0.272260225066105,-0.845741383084933,-0.730174727745029,0.788714624917769,122.288243563947,0.0292699485863701,0.93990893673931,0.387478893654068,0.0755394656734559,-0.352934098533178,0.693498521043641,122.120698772814,0.170282211255232,0.524748812746025,0.266952002136505,0.63787576003329,-0.949293851170535,0.555047822048384,122.120698804443,-0.197123014561076,0.608423466853188,0.383767682744421,-0.513651939505167,-1.04307375693477,0.5119014775986,72.5198905511205,-0.265586139668087,0.50529339481223,0.396684644921749,-0.669514545289439,0.90109172046562,0.788699227619853,0.993905152503799,0.833042521321116,0.918868063686481,0.82421856094589,0.997244449155367,0.997961224493377,0.704652464158433,0.980174167054098,0.992359931021588,0.986567903336332,0.994756734469491
"232","Streptococcus parauberis",122.382466897147,0.400770965381134,0.268635881279934,4,0.807781268189042,1.07454352511974,122.382466893768,0.406134397943641,0.272230978124698,4,0.803937038787843,1.08892391249879,31.1826365623826,0.639805378447903,0.428860113465409,1,0.429832968601247,0.428860113465409,-3.14085326254348,-2.0955121732792,92.1286218376092,-2.61818271791134,5.43982328187599e-16,0.266673545409457,-9.81793193581058,-0.586226472616139,0.548436748649195,122.179480452499,-0.0188948619834719,0.948060781404264,0.289460222283525,-0.0652761952381992,-0.944543508155018,0.70434229964733,122.454095608024,-0.120100604253844,0.775730103192594,0.420641864036418,-0.285517478220965,-0.403586541895048,0.731076679370286,122.179480451807,0.163745068737619,0.572641224222542,0.289460222283525,0.565691090284701,-0.787745235231843,0.843435919564868,122.179480430358,0.0278453421665125,0.946758139607924,0.416125287929589,0.0669157654538508,-0.327118045908111,0.829719893119774,122.667433908779,0.251300923605831,0.396134638270291,0.295117141986505,0.851529402576428,-1.23200290902395,0.41468022723694,122.420428419306,-0.408661340893504,0.332562024935418,0.420079947705599,-0.972818015060082,-0.354725049436011,0.779938171829323,122.179480446271,0.212606561196656,0.464055537874452,0.289460222283525,0.734493187075663,-1.11235050104767,0.518830653749044,122.179480432382,-0.296759923649311,0.477112586890722,0.416125287929589,-0.713150419494633,-0.815230335606856,0.68754216392041,92.1286218636156,-0.063844085843223,0.868100897742145,0.383367375977555,-0.166534999699507,0.961769642265078,0.920354150962038,0.993905152503799,3.01892179484244e-15,0.990366180540985,0.965087873156219,0.997244449155367,0.997961224493377,0.704652464158433,0.646783720704974,0.992359931021588,0.985331216375538,0.994756734469491
